# JPL Horizons, sun (COMMAND=10)
# center=SSB(500@0) frame=ICRF/FRAME units=KM-S corr=NONE
# jdtdb,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms
2452685.000000000,2.497853415489854E+05,-6.305616469237912E+05,-2.740913518216973E+05,1.166664527429740E-02,7.210941584989116E-03,2.758603418010012E-03
2452715.000000000,2.794353564778729E+05,-6.114261767334655E+05,-2.667386104030579E+05,1.121908342485330E-02,7.543263087157811E-03,2.909304359842322E-03
2452745.000000000,3.079902836112776E+05,-5.914763984595180E+05,-2.590193743044258E+05,1.081501754741777E-02,7.850040988142794E-03,3.047543948495329E-03
2452775.000000000,3.355176232003993E+05,-5.707583940730322E+05,-2.509536526082724E+05,1.043337125385363E-02,8.135119760889854E-03,3.174872749652681E-03
2452805.000000000,3.621048599618164E+05,-5.492876167834045E+05,-2.425551197412197E+05,1.008404981490632E-02,8.437259155380171E-03,3.307906270540464E-03
2452835.000000000,3.877771852112288E+05,-5.269763091909568E+05,-2.337819302758363E+05,9.709718131493669E-03,8.782663281312005E-03,3.465253626136620E-03
2452865.000000000,4.123821182623664E+05,-5.037897910777641E+05,-2.246021750461583E+05,9.270352214049881E-03,9.101075403673628E-03,3.614854410840125E-03
2452895.000000000,4.358189157986608E+05,-4.798350557748519E+05,-2.150592337634856E+05,8.814212244143133E-03,9.375299765050594E-03,3.745249619904734E-03
2452925.000000000,4.580778724056888E+05,-4.552043725337712E+05,-2.051920922624224E+05,8.355490262862258E-03,9.624193913451063E-03,3.866468875903944E-03
2452955.000000000,4.791500673508514E+05,-4.299902253939030E+05,-1.950399631590113E+05,7.912639558540810E-03,9.827765064934255E-03,3.964403357415673E-03
2452985.000000000,4.991376148838575E+05,-4.042502519805912E+05,-1.846419903033947E+05,7.516448072318146E-03,1.003913302630259E-02,4.060650585064393E-03
2453015.000000000,5.181088591538157E+05,-3.778922301172483E+05,-1.739632340309191E+05,7.108796283406887E-03,1.030391871853077E-02,4.182306232367801E-03
2453045.000000000,5.359436587531555E+05,-3.508381492583727E+05,-1.629624959065591E+05,6.644588147005458E-03,1.057090358797282E-02,4.305891898208296E-03
2453075.000000000,5.525054945869897E+05,-3.231050312074227E+05,-1.516451376225320E+05,6.125823075336359E-03,1.082385781217341E-02,4.425290052849131E-03
2453105.000000000,5.676348998645700E+05,-2.947544308352032E+05,-1.400269457931778E+05,5.532316756977091E-03,1.103575726600874E-02,4.533520040778409E-03
